ranking_year,ranking_category,institute_id,institute_name,state,city,academic_year,category,value,unit,expected_name
2024,Overall,IR-O-U-0120,University of Lucknow,Uttar Pradesh,Lucknow,2022-23,Amount received (INR),491071150.0,value in Rupees,University of Delhi
2024,Overall,IR-O-U-0120,University of Lucknow,Uttar Pradesh,Lucknow,2021-22,Amount received (INR),555256974.0,value in Rupees,University of Delhi
2024,Overall,IR-O-U-0120,University of Lucknow,Uttar Pradesh,Lucknow,2020-21,Amount received (INR),559389437.0,value in Rupees,University of Delhi
2024,Overall,IR-O-U-0120,University of Lucknow,Uttar Pradesh,Lucknow,2022-23,Amount received (INR),6127369.0,value in Rupees,University of Delhi
2024,Overall,IR-O-U-0120,University of Lucknow,Uttar Pradesh,Lucknow,2021-22,Amount received (INR),3025674.0,value in Rupees,University of Delhi
2024,Overall,IR-O-U-0120,University of Lucknow,Uttar Pradesh,Lucknow,2020-21,Amount received (INR),995713.0,value in Rupees,University of Delhi
2024,Overall,IR-O-I-1357,University of Mysore,Karnataka,Mysuru,2022-23,Number of sponsored projects,51.0,value in Absolute Number,University of Madras
2024,Overall,IR-O-I-1357,University of Mysore,Karnataka,Mysuru,2021-22,Number of sponsored projects,180.0,value in Absolute Number,University of Madras
2024,Overall,IR-O-I-1357,University of Mysore,Karnataka,Mysuru,2020-21,Number of sponsored projects,89.0,value in Absolute Number,University of Madras
2024,Overall,IR-O-I-1357,University of Mysore,Karnataka,Mysuru,2022-23,Amount received (INR),222156177.0,value in Rupees,University of Madras
2024,Overall,IR-O-I-1357,University of Mysore,Karnataka,Mysuru,2021-22,Amount received (INR),212005920.0,value in Rupees,University of Madras
2024,Overall,IR-O-I-1357,University of Mysore,Karnataka,Mysuru,2020-21,Amount received (INR),282233735.0,value in Rupees,University of Madras
2024,Overall,IR-O-I-1357,University of Mysore,Karnataka,Mysuru,2022-23,Amount received (INR),4828569.0,value in Rupees,University of Madras
2024,Overall,IR-O-I-1357,University of Mysore,Karnataka,Mysuru,2021-22,Amount received (INR),2395414.0,value in Rupees,University of Madras
2024,Overall,IR-O-I-1357,University of Mysore,Karnataka,Mysuru,2020-21,Amount received (INR),1771263.0,value in Rupees,University of Madras
2024,Overall,IR-O-U-0410,Sardar Vallabhbhai National Institute of Technology Surat,Gujarat,Surat,2022-23,Number of sponsored projects,47.0,value in Absolute Number,Malaviya National Institute of Technology
2024,Overall,IR-O-U-0410,Sardar Vallabhbhai National Institute of Technology Surat,Gujarat,Surat,2021-22,Number of sponsored projects,27.0,value in Absolute Number,Malaviya National Institute of Technology
2024,Overall,IR-O-U-0410,Sardar Vallabhbhai National Institute of Technology Surat,Gujarat,Surat,2020-21,Number of sponsored projects,23.0,value in Absolute Number,Malaviya National Institute of Technology
2024,Overall,IR-O-U-0410,Sardar Vallabhbhai National Institute of Technology Surat,Gujarat,Surat,2022-23,Amount received (INR),112858802.0,value in Rupees,Malaviya National Institute of Technology
2024,Overall,IR-O-U-0410,Sardar Vallabhbhai National Institute of Technology Surat,Gujarat,Surat,2021-22,Amount received (INR),123237780.0,value in Rupees,Malaviya National Institute of Technology
2024,Overall,IR-O-U-0410,Sardar Vallabhbhai National Institute of Technology Surat,Gujarat,Surat,2020-21,Amount received (INR),74562861.0,value in Rupees,Malaviya National Institute of Technology
2024,Overall,IR-O-U-0410,Sardar Vallabhbhai National Institute of Technology Surat,Gujarat,Surat,2022-23,Amount received (INR),116740984.0,value in Rupees,Malaviya National Institute of Technology
2024,Overall,IR-O-U-0410,Sardar Vallabhbhai National Institute of Technology Surat,Gujarat,Surat,2021-22,Amount received (INR),135986070.0,value in Rupees,Malaviya National Institute of Technology
2024,Overall,IR-O-U-0410,Sardar Vallabhbhai National Institute of Technology Surat,Gujarat,Surat,2020-21,Amount received (INR),136922298.0,value in Rupees,Malaviya National Institute of Technology
2024,Overall,IR-O-U-0470,Presidency University,,Kolkata,2022-23,Number of sponsored projects,11.0,value in Absolute Number,Periyar University
2024,Overall,IR-O-U-0470,Presidency University,,Kolkata,2021-22,Number of sponsored projects,26.0,value in Absolute Number,Periyar University
2024,Overall,IR-O-U-0470,Presidency University,,Kolkata,2020-21,Number of sponsored projects,18.0,value in Absolute Number,Periyar University
2024,Overall,IR-O-U-0470,Presidency University,,Kolkata,2022-23,Amount received (INR),24639447.0,value in Rupees,Periyar University
2024,Overall,IR-O-U-0470,Presidency University,,Kolkata,2021-22,Amount received (INR),21815834.0,value in Rupees,Periyar University
2024,Overall,IR-O-U-0470,Presidency University,,Kolkata,2020-21,Amount received (INR),27911045.0,value in Rupees,Periyar University
2024,Overall,IR-O-U-0470,Presidency University,,Kolkata,2022-23,Amount received (INR),668832.0,value in Rupees,Periyar University
2024,Overall,IR-O-U-0470,Presidency University,,Kolkata,2021-22,Amount received (INR),543260.0,value in Rupees,Periyar University
2024,Overall,IR-O-U-0470,Presidency University,,Kolkata,2020-21,Amount received (INR),27267577.0,value in Rupees,Periyar University
2024,Overall,IR-O-U-0260,GLA University,,Mathura,2022-23,Number of sponsored projects,48.0,value in Absolute Number,Kerala University
2024,Overall,IR-O-U-0260,GLA University,,Mathura,2021-22,Number of sponsored projects,42.0,value in Absolute Number,Kerala University
2024,Overall,IR-O-U-0260,GLA University,,Mathura,2020-21,Number of sponsored projects,68.0,value in Absolute Number,Kerala University
2024,Overall,IR-O-U-0260,GLA University,,Mathura,2022-23,Amount received (INR),332000000.0,value in Rupees,Kerala University
2024,Overall,IR-O-U-0260,GLA University,,Mathura,2021-22,Amount received (INR),262830217.0,value in Rupees,Kerala University
2024,Overall,IR-O-U-0260,GLA University,,Mathura,2020-21,Amount received (INR),166621630.0,value in Rupees,Kerala University
2024,Overall,IR-O-U-0260,GLA University,,Mathura,2022-23,Amount received (INR),34954732.0,value in Rupees,Kerala University
2024,Overall,IR-O-U-0260,GLA University,,Mathura,2021-22,Amount received (INR),27267398.0,value in Rupees,Kerala University
2024,Overall,IR-O-U-0260,GLA University,,Mathura,2020-21,Amount received (INR),39152755.0,value in Rupees,Kerala University
2024,Overall,IR-O-U-0456,"Birla Institute of Technology, Mesra",,Ranchi,2022-23,Number of sponsored projects,699.0,value in Absolute Number,Indian Institute of Technology Madras
2024,Overall,IR-O-U-0456,"Birla Institute of Technology, Mesra",,Ranchi,2021-22,Number of sponsored projects,576.0,value in Absolute Number,Indian Institute of Technology Madras
2024,Overall,IR-O-U-0456,"Birla Institute of Technology, Mesra",,Ranchi,2020-21,Number of sponsored projects,784.0,value in Absolute Number,Indian Institute of Technology Madras
2024,Overall,IR-O-U-0456,"Birla Institute of Technology, Mesra",,Ranchi,2022-23,Amount received (INR),5922234509.0,value in Rupees,Indian Institute of Technology Madras
2024,Overall,IR-O-U-0456,"Birla Institute of Technology, Mesra",,Ranchi,2021-22,Amount received (INR),5049150727.0,value in Rupees,Indian Institute of Technology Madras
2024,Overall,IR-O-U-0456,"Birla Institute of Technology, Mesra",,Ranchi,2020-21,Amount received (INR),4010619249.0,value in Rupees,Indian Institute of Technology Madras
2024,Overall,IR-O-U-0456,"Birla Institute of Technology, Mesra",,Ranchi,2022-23,Amount received (INR),2602302363.0,value in Rupees,Indian Institute of Technology Madras
2024,Overall,IR-O-U-0456,"Birla Institute of Technology, Mesra",,Ranchi,2021-22,Amount received (INR),2228666277.0,value in Rupees,Indian Institute of Technology Madras
2024,Overall,IR-O-U-0456,"Birla Institute of Technology, Mesra",,Ranchi,2020-21,Amount received (INR),1766452406.0,value in Rupees,Indian Institute of Technology Madras
2024,Overall,IR-O-U-0052,Galgotias University,,Greater Noida,2022-23,Number of sponsored projects,118.0,value in Absolute Number,Gauhati University
2024,Overall,IR-O-U-0052,Galgotias University,,Greater Noida,2021-22,Number of sponsored projects,114.0,value in Absolute Number,Gauhati University
2024,Overall,IR-O-U-0052,Galgotias University,,Greater Noida,2020-21,Number of sponsored projects,103.0,value in Absolute Number,Gauhati University
2024,Overall,IR-O-U-0052,Galgotias University,,Greater Noida,2022-23,Amount received (INR),437762328.0,value in Rupees,Gauhati University
2024,Overall,IR-O-U-0052,Galgotias University,,Greater Noida,2021-22,Amount received (INR),214663539.0,value in Rupees,Gauhati University
2024,Overall,IR-O-U-0052,Galgotias University,,Greater Noida,2020-21,Amount received (INR),101170543.0,value in Rupees,Gauhati University
2024,Overall,IR-O-U-0052,Galgotias University,,Greater Noida,2022-23,Amount received (INR),38738600.0,value in Rupees,Gauhati University
2024,Overall,IR-O-U-0052,Galgotias University,,Greater Noida,2021-22,Amount received (INR),28448770.0,value in Rupees,Gauhati University
2024,Overall,IR-O-U-0052,Galgotias University,,Greater Noida,2020-21,Amount received (INR),22175132.0,value in Rupees,Gauhati University
2024,Overall,IR-O-U-0642,Shivaji University,Maharashtra,Kolhāpur,2022-23,Number of sponsored projects,72.0,value in Absolute Number,Shiv Nadar University
2024,Overall,IR-O-U-0642,Shivaji University,Maharashtra,Kolhāpur,2021-22,Number of sponsored projects,53.0,value in Absolute Number,Shiv Nadar University
2024,Overall,IR-O-U-0642,Shivaji University,Maharashtra,Kolhāpur,2020-21,Number of sponsored projects,38.0,value in Absolute Number,Shiv Nadar University
2024,Overall,IR-O-U-0642,Shivaji University,Maharashtra,Kolhāpur,2022-23,Amount received (INR),46955000.0,value in Rupees,Shiv Nadar University
2024,Overall,IR-O-U-0642,Shivaji University,Maharashtra,Kolhāpur,2021-22,Amount received (INR),34877000.0,value in Rupees,Shiv Nadar University
2024,Overall,IR-O-U-0642,Shivaji University,Maharashtra,Kolhāpur,2020-21,Amount received (INR),36900000.0,value in Rupees,Shiv Nadar University
2024,Overall,IR-O-U-0642,Shivaji University,Maharashtra,Kolhāpur,2022-23,Amount received (INR),6592133.0,value in Rupees,Shiv Nadar University
2024,Overall,IR-O-U-0642,Shivaji University,Maharashtra,Kolhāpur,2021-22,Amount received (INR),924322.0,value in Rupees,Shiv Nadar University
2024,Overall,IR-O-U-0642,Shivaji University,Maharashtra,Kolhāpur,2020-21,Amount received (INR),4210000.0,value in Rupees,Shiv Nadar University
2024,Overall,IR-O-U-0006,SASTRA University,,Thanjavur,2022-23,Number of sponsored projects,87.0,value in Absolute Number,Andhra University
2024,Overall,IR-O-U-0006,SASTRA University,,Thanjavur,2021-22,Number of sponsored projects,58.0,value in Absolute Number,Andhra University
2024,Overall,IR-O-U-0006,SASTRA University,,Thanjavur,2020-21,Number of sponsored projects,55.0,value in Absolute Number,Andhra University
2024,Overall,IR-O-U-0006,SASTRA University,,Thanjavur,2022-23,Amount received (INR),503319397.0,value in Rupees,Andhra University
2024,Overall,IR-O-U-0006,SASTRA University,,Thanjavur,2021-22,Amount received (INR),325481618.0,value in Rupees,Andhra University
2024,Overall,IR-O-U-0006,SASTRA University,,Thanjavur,2020-21,Amount received (INR),319426800.0,value in Rupees,Andhra University
2024,Overall,IR-O-U-0006,SASTRA University,,Thanjavur,2022-23,Amount received (INR),246738790.0,value in Rupees,Andhra University
2024,Overall,IR-O-U-0006,SASTRA University,,Thanjavur,2021-22,Amount received (INR),158646534.0,value in Rupees,Andhra University
2024,Overall,IR-O-U-0006,SASTRA University,,Thanjavur,2020-21,Amount received (INR),96213119.0,value in Rupees,Andhra University
2024,Overall,IR-O-U-0235,Mangalore University,Karnataka,Mangaluru,2022-23,Number of sponsored projects,83.0,value in Absolute Number,Mysore University
2024,Overall,IR-O-U-0235,Mangalore University,Karnataka,Mangaluru,2021-22,Number of sponsored projects,84.0,value in Absolute Number,Mysore University
2024,Overall,IR-O-U-0235,Mangalore University,Karnataka,Mangaluru,2020-21,Number of sponsored projects,41.0,value in Absolute Number,Mysore University
2024,Overall,IR-O-U-0235,Mangalore University,Karnataka,Mangaluru,2022-23,Amount received (INR),504384000.0,value in Rupees,Mysore University
2024,Overall,IR-O-U-0235,Mangalore University,Karnataka,Mangaluru,2021-22,Amount received (INR),51470388.0,value in Rupees,Mysore University
2024,Overall,IR-O-U-0235,Mangalore University,Karnataka,Mangaluru,2020-21,Amount received (INR),115432000.0,value in Rupees,Mysore University
2024,Overall,IR-O-U-0235,Mangalore University,Karnataka,Mangaluru,2022-23,Amount received (INR),6119165.0,value in Rupees,Mysore University
2024,Overall,IR-O-U-0235,Mangalore University,Karnataka,Mangaluru,2021-22,Amount received (INR),580000.0,value in Rupees,Mysore University
2024,Overall,IR-O-U-0235,Mangalore University,Karnataka,Mangaluru,2020-21,Amount received (INR),1134720.0,value in Rupees,Mysore University
2024,Overall,IR-O-U-0234,Karpagam Academy of Higher Education,,Coimbatore,2022-23,Number of sponsored projects,385.0,value in Absolute Number,"Manipal Academy of Higher Education, Manipal"
2024,Overall,IR-O-U-0234,Karpagam Academy of Higher Education,,Coimbatore,2021-22,Number of sponsored projects,356.0,value in Absolute Number,"Manipal Academy of Higher Education, Manipal"
2024,Overall,IR-O-U-0234,Karpagam Academy of Higher Education,,Coimbatore,2020-21,Number of sponsored projects,383.0,value in Absolute Number,"Manipal Academy of Higher Education, Manipal"
2024,Overall,IR-O-U-0234,Karpagam Academy of Higher Education,,Coimbatore,2022-23,Amount received (INR),350126083.0,value in Rupees,"Manipal Academy of Higher Education, Manipal"
2024,Overall,IR-O-U-0234,Karpagam Academy of Higher Education,,Coimbatore,2021-22,Amount received (INR),318223448.0,value in Rupees,"Manipal Academy of Higher Education, Manipal"
2024,Overall,IR-O-U-0234,Karpagam Academy of Higher Education,,Coimbatore,2020-21,Amount received (INR),232544804.0,value in Rupees,"Manipal Academy of Higher Education, Manipal"
2024,Overall,IR-O-U-0234,Karpagam Academy of Higher Education,,Coimbatore,2022-23,Amount received (INR),1397968677.0,value in Rupees,"Manipal Academy of Higher Education, Manipal"
2024,Overall,IR-O-U-0234,Karpagam Academy of Higher Education,,Coimbatore,2021-22,Amount received (INR),995661919.0,value in Rupees,"Manipal Academy of Higher Education, Manipal"
2024,Overall,IR-O-U-0234,Karpagam Academy of Higher Education,,Coimbatore,2020-21,Amount received (INR),899678389.0,value in Rupees,"Manipal Academy of Higher Education, Manipal"
2024,Overall,IR-O-U-0042,University of Kerala,Kerala,Thiruvananthapuram,2022-23,Number of sponsored projects,458.0,value in Absolute Number,University of Hyderabad
2024,Overall,IR-O-U-0042,University of Kerala,Kerala,Thiruvananthapuram,2021-22,Number of sponsored projects,378.0,value in Absolute Number,University of Hyderabad
2024,Overall,IR-O-U-0042,University of Kerala,Kerala,Thiruvananthapuram,2020-21,Number of sponsored projects,398.0,value in Absolute Number,University of Hyderabad
2024,Overall,IR-O-U-0042,University of Kerala,Kerala,Thiruvananthapuram,2022-23,Amount received (INR),650934326.0,value in Rupees,University of Hyderabad
2024,Overall,IR-O-U-0042,University of Kerala,Kerala,Thiruvananthapuram,2021-22,Amount received (INR),304072791.0,value in Rupees,University of Hyderabad
2024,Overall,IR-O-U-0042,University of Kerala,Kerala,Thiruvananthapuram,2020-21,Amount received (INR),393003086.0,value in Rupees,University of Hyderabad
2024,Overall,IR-O-U-0042,University of Kerala,Kerala,Thiruvananthapuram,2022-23,Amount received (INR),10455202.0,value in Rupees,University of Hyderabad
2024,Overall,IR-O-U-0042,University of Kerala,Kerala,Thiruvananthapuram,2021-22,Amount received (INR),10105793.0,value in Rupees,University of Hyderabad
2024,Overall,IR-O-U-0042,University of Kerala,Kerala,Thiruvananthapuram,2020-21,Amount received (INR),13707189.0,value in Rupees,University of Hyderabad
2024,Overall,IR-O-U-0205,Indian Institute of Technology (ISM) Dhanbad,Jharkhand,Dhanbad,2022-23,Number of sponsored projects,166.0,value in Absolute Number,Indian Institute of Technology (Indian School of Mines) Dhanbad
2024,Overall,IR-O-U-0205,Indian Institute of Technology (ISM) Dhanbad,Jharkhand,Dhanbad,2021-22,Number of sponsored projects,165.0,value in Absolute Number,Indian Institute of Technology (Indian School of Mines) Dhanbad
2024,Overall,IR-O-U-0205,Indian Institute of Technology (ISM) Dhanbad,Jharkhand,Dhanbad,2020-21,Number of sponsored projects,135.0,value in Absolute Number,Indian Institute of Technology (Indian School of Mines) Dhanbad
2024,Overall,IR-O-U-0205,Indian Institute of Technology (ISM) Dhanbad,Jharkhand,Dhanbad,2022-23,Amount received (INR),305374620.0,value in Rupees,Indian Institute of Technology (Indian School of Mines) Dhanbad
2024,Overall,IR-O-U-0205,Indian Institute of Technology (ISM) Dhanbad,Jharkhand,Dhanbad,2021-22,Amount received (INR),262167444.0,value in Rupees,Indian Institute of Technology (Indian School of Mines) Dhanbad
2024,Overall,IR-O-U-0205,Indian Institute of Technology (ISM) Dhanbad,Jharkhand,Dhanbad,2020-21,Amount received (INR),257186388.0,value in Rupees,Indian Institute of Technology (Indian School of Mines) Dhanbad
2024,Medical,IR-D-C-45654,"Christian Medical College, Vellore",Tamil Nadu,Vellore,2022-23,Number of sponsored projects,576.0,value in Absolute Number,Christian Medical College
2024,Medical,IR-D-C-45654,"Christian Medical College, Vellore",Tamil Nadu,Vellore,2021-22,Number of sponsored projects,511.0,value in Absolute Number,Christian Medical College
2024,Medical,IR-D-C-45654,"Christian Medical College, Vellore",Tamil Nadu,Vellore,2020-21,Number of sponsored projects,61.0,value in Absolute Number,Christian Medical College
2024,Medical,IR-D-C-45654,"Christian Medical College, Vellore",Tamil Nadu,Vellore,2022-23,Amount received (INR),1337173994.0,value in Rupees,Christian Medical College
2024,Medical,IR-D-C-45654,"Christian Medical College, Vellore",Tamil Nadu,Vellore,2021-22,Amount received (INR),1108083210.0,value in Rupees,Christian Medical College
2024,Medical,IR-D-C-45654,"Christian Medical College, Vellore",Tamil Nadu,Vellore,2020-21,Amount received (INR),650047817.0,value in Rupees,Christian Medical College
2024,Overall,IR-O-U-0020,Koneru Lakshmaiah Education Foundation,,Vijayawada,2022-23,Number of sponsored projects,234.0,value in Absolute Number,Koneru Lakshmaiah Education Foundation University (K L College of Engineering)
2024,Overall,IR-O-U-0020,Koneru Lakshmaiah Education Foundation,,Vijayawada,2021-22,Number of sponsored projects,159.0,value in Absolute Number,Koneru Lakshmaiah Education Foundation University (K L College of Engineering)
2024,Overall,IR-O-U-0020,Koneru Lakshmaiah Education Foundation,,Vijayawada,2020-21,Number of sponsored projects,142.0,value in Absolute Number,Koneru Lakshmaiah Education Foundation University (K L College of Engineering)
2024,Overall,IR-O-U-0020,Koneru Lakshmaiah Education Foundation,,Vijayawada,2022-23,Amount received (INR),103573102.0,value in Rupees,Koneru Lakshmaiah Education Foundation University (K L College of Engineering)
2024,Overall,IR-O-U-0020,Koneru Lakshmaiah Education Foundation,,Vijayawada,2021-22,Amount received (INR),76184000.0,value in Rupees,Koneru Lakshmaiah Education Foundation University (K L College of Engineering)
2024,Overall,IR-O-U-0020,Koneru Lakshmaiah Education Foundation,,Vijayawada,2020-21,Amount received (INR),74066000.0,value in Rupees,Koneru Lakshmaiah Education Foundation University (K L College of Engineering)
2024,Overall,IR-O-U-0564,University of Petroleum and Energy Studies,Uttarakhand,Dehradun,2022-23,Number of sponsored projects,20.0,value in Absolute Number,UPES
2024,Overall,IR-O-U-0564,University of Petroleum and Energy Studies,Uttarakhand,Dehradun,2021-22,Number of sponsored projects,23.0,value in Absolute Number,UPES
2024,Overall,IR-O-U-0564,University of Petroleum and Energy Studies,Uttarakhand,Dehradun,2020-21,Number of sponsored projects,13.0,value in Absolute Number,UPES
2024,Overall,IR-O-U-0564,University of Petroleum and Energy Studies,Uttarakhand,Dehradun,2022-23,Amount received (INR),15693049.0,value in Rupees,UPES
2024,Overall,IR-O-U-0564,University of Petroleum and Energy Studies,Uttarakhand,Dehradun,2021-22,Amount received (INR),40750355.0,value in Rupees,UPES
2024,Overall,IR-O-U-0564,University of Petroleum and Energy Studies,Uttarakhand,Dehradun,2020-21,Amount received (INR),25603375.0,value in Rupees,UPES
2024,Medical,IR-D-C-48124,Government Medical College,Kerala,Thiruvananthapuram,2022-23,Number of sponsored projects,6.0,value in Absolute Number,"Government Medical College, Thiruvananthapuram"
2024,Medical,IR-D-C-48124,Government Medical College,Kerala,Thiruvananthapuram,2021-22,Number of sponsored projects,8.0,value in Absolute Number,"Government Medical College, Thiruvananthapuram"
2024,Medical,IR-D-C-48124,Government Medical College,Kerala,Thiruvananthapuram,2020-21,Number of sponsored projects,1.0,value in Absolute Number,"Government Medical College, Thiruvananthapuram"
2024,Medical,IR-D-C-48124,Government Medical College,Kerala,Thiruvananthapuram,2022-23,Amount received (INR),3238794.0,value in Rupees,"Government Medical College, Thiruvananthapuram"
2024,Medical,IR-D-C-48124,Government Medical College,Kerala,Thiruvananthapuram,2021-22,Amount received (INR),10347687.0,value in Rupees,"Government Medical College, Thiruvananthapuram"
2024,Medical,IR-D-C-48124,Government Medical College,Kerala,Thiruvananthapuram,2020-21,Amount received (INR),115000.0,value in Rupees,"Government Medical College, Thiruvananthapuram"
2024,University,IR-O-I-1361,Bharati Vidyapeeth Deemed University,,Pune,2022-23,Number of sponsored projects,237.0,value in Absolute Number,Bharati Vidyapeeth
2024,University,IR-O-I-1361,Bharati Vidyapeeth Deemed University,,Pune,2021-22,Number of sponsored projects,160.0,value in Absolute Number,Bharati Vidyapeeth
2024,University,IR-O-I-1361,Bharati Vidyapeeth Deemed University,,Pune,2020-21,Number of sponsored projects,93.0,value in Absolute Number,Bharati Vidyapeeth
2024,University,IR-O-I-1361,Bharati Vidyapeeth Deemed University,,Pune,2022-23,Amount received (INR),214101027.0,value in Rupees,Bharati Vidyapeeth
2024,University,IR-O-I-1361,Bharati Vidyapeeth Deemed University,,Pune,2021-22,Amount received (INR),152323438.0,value in Rupees,Bharati Vidyapeeth
2024,University,IR-O-I-1361,Bharati Vidyapeeth Deemed University,,Pune,2020-21,Amount received (INR),164296263.0,value in Rupees,Bharati Vidyapeeth
